"","member","word","freq"
"1","Abbott, Diane","bme",1.33006630010252
"2","Abbott, Diane","sex",0.901469369872049
"3","Abbott, Diane","ethnicity",0.876660114967032
"4","Abbott, Diane","bisexual",0.816850213830699
"5","Abbott, Diane","lesbian",0.816850213830699
"6","Abbott, Diane","school",0.816318783108852
"7","Abbott, Diane","gay",0.792719191006703
"8","Abbott, Diane","offender",0.781299689583159
"9","Abbott, Diane","suicide",0.772644674281032
"10","Abbott, Diane","age",0.760734194241703
"11","Abbott, Diane","youth",0.756589982405446
"12","Abbott, Diane","excluded",0.744065683873695
"13","Abrahams, Debbie","heard",0.85208953361958
"14","Abrahams, Debbie","justice",0.766449834887802
"15","Abrahams, Debbie","access",0.752774626492696
"16","Abrahams, Debbie","promote",0.734683130935423
"17","Abrahams, Debbie","11",0.719452614088249
"18","Abrahams, Debbie","social",0.708264350904206
"19","Abrahams, Debbie","length",0.638660766952682
"20","Abrahams, Debbie","tribunal",0.580894979051315
"21","Abrahams, Debbie","deprived",0.544807350522928
"22","Abrahams, Debbie","appeal",0.528014933595854
"23","Abrahams, Debbie","security",0.503904463405658
"24","Abrahams, Debbie","2010",0.48080790640695
"25","Ahmed-Sheikh, Tasmina","re",0.868878852907602
"26","Ahmed-Sheikh, Tasmina","entitlement",0.850092524250068
"27","Ahmed-Sheikh, Tasmina","live",0.823839030523422
"28","Ahmed-Sheikh, Tasmina","disability",0.812113355538736
"29","Ahmed-Sheikh, Tasmina","assessments",0.753107834035009
"30","Ahmed-Sheikh, Tasmina","tribunal",0.709638872157601
"31","Ahmed-Sheikh, Tasmina","allowance",0.705058519873165
"32","Ahmed-Sheikh, Tasmina","favour",0.689100067249528
"33","Ahmed-Sheikh, Tasmina","appeal",0.584147948570493
"34","Ahmed-Sheikh, Tasmina","children",0.564395239542135
"35","Ahmed-Sheikh, Tasmina","relation",0.521565796289824
"36","Ahmed-Sheikh, Tasmina","found",0.518662755569184
"37","Ainsworth, Bob","midlands",0.888930714709218
"38","Ainsworth, Bob","west",0.738880491289947
"39","Ainsworth, Bob","coventry",0.737337121542192
"40","Ainsworth, Bob","award",0.580757353588484
"41","Ainsworth, Bob","jobseekers",0.543132945547268
"42","Ainsworth, Bob","hedge",0.521503087118477
"43","Ainsworth, Bob","credits",0.512231091960468
"44","Ainsworth, Bob","tax",0.501209727100832
"45","Ainsworth, Bob","england",0.473069607849475
"46","Ainsworth, Bob","live",0.461551966368112
"47","Ainsworth, Bob","shore",0.457415866333722
"48","Ainsworth, Bob","income",0.456582296846906
"49","Aldous, Peter","stable",0.508471737939426
"50","Aldous, Peter","exoffenders",0.354445881664372
"51","Aldous, Peter","helping",0.311350968230409
"52","Aldous, Peter","housing",0.294545840921069
"53","Aldous, Peter","benefits",0.278514984095388
"54","Aldous, Peter","accommodation",0.278514984095388
"55","Aldous, Peter","find",0.267648329398133
"56","Aldous, Peter","potential",0.228224175456329
"57","Aldous, Peter","supported",0.194884278115409
"58","Aldous, Peter","rehabilitate",0.190685620650508
"59","Aldous, Peter","providing",0.187576812405242
"60","Aldous, Peter","work",0.176108278743495
"61","Alexander, Heidi","land",0.516098035135734
"62","Alexander, Heidi","hostel",0.447636737660028
"63","Alexander, Heidi","36",0.446290660056144
"64","Alexander, Heidi","purpose",0.426110585627798
"65","Alexander, Heidi","command",0.41050495775588
"66","Alexander, Heidi","premises",0.407994628843907
"67","Alexander, Heidi","gold",0.404090385475372
"68","Alexander, Heidi","approved",0.375829428284313
"69","Alexander, Heidi","building",0.364598819079052
"70","Alexander, Heidi","homes",0.362778519579448
"71","Alexander, Heidi","months",0.358478082038013
"72","Alexander, Heidi","nature",0.35608742443653
"73","Ali, Rushanara","maintain",0.519492540264337
"74","Ali, Rushanara","help",0.474322964279868
"75","Ali, Rushanara","capacity",0.437403407310967
"76","Ali, Rushanara","youth",0.347684698197775
"77","Ali, Rushanara","crime",0.323704476595833
"78","Ali, Rushanara","offending",0.210648818773328
"79","Ali, Rushanara","service",0.209239869670107
"80","Ali, Rushanara","2014",0
"81","Ali, Rushanara","behaviour",0
"82","Ali, Rushanara","insight",0
"83","Ali, Rushanara","receiv",0
"84","Ali, Rushanara","team",0
"85","Allen, Graham","intervention",0.535979958130186
"86","Allen, Graham","promote",0.455526853943126
"87","Allen, Graham","olds",0.412640705670159
"88","Allen, Graham","obscuring",0.366149508169244
"89","Allen, Graham","reoffending",0.346466966165501
"90","Allen, Graham","anonymity",0.337760251699891
"91","Allen, Graham","16",0.327002581880451
"92","Allen, Graham","18",0.313269482779004
"93","Allen, Graham","faces",0.280981738761186
"94","Allen, Graham","others",0.280981738761186
"95","Allen, Graham","medical",0.255235789052811
"96","Allen, Graham","prohibiting",0.247768437845332
"97","Allin-Khan, Dr Rosena","promession",0.575442294707759
"98","Allin-Khan, Dr Rosena","67",0.573608037112077
"99","Allin-Khan, Dr Rosena","serious",0.418277766998817
"100","Allin-Khan, Dr Rosena","permitted",0.393073234598337
"101","Allin-Khan, Dr Rosena","bereaved",0.38591383215599
"102","Allin-Khan, Dr Rosena","offer",0.365724235659626
"103","Allin-Khan, Dr Rosena","law",0.359447694539014
"104","Allin-Khan, Dr Rosena","crime",0.347465122406279
"105","Allin-Khan, Dr Rosena","section",0.341048188223173
"106","Allin-Khan, Dr Rosena","local",0.272297952199245
"107","Allin-Khan, Dr Rosena","act",0.265996375997341
"108","Allin-Khan, Dr Rosena","authorities",0.258283466775535
"109","Amess, Sir David","essex",10.2366821983579
"110","Amess, Sir David","probation",4.98968106007853
"111","Amess, Sir David","companies",3.94474753324119
"112","Amess, Sir David","community",3.79048397037215
"113","Amess, Sir David","rehabilitation",3.72188147603987
"114","Amess, Sir David","cycling",3.25681368863872
"115","Amess, Sir David","trust",3.06953988645196
"116","Amess, Sir David","will",3.03508647426979
"117","Amess, Sir David","budgeted",2.82014509176786
"118","Amess, Sir David","executive",2.56116070518999
"119","Amess, Sir David","chief",2.37529682023509
"120","Amess, Sir David","type",2.33551359981645
"121","Anderson, David","prison",2.78307550464064
"122","Anderson, David","establishment",2.15251277732902
"123","Anderson, David","cell",1.98923324724435
"124","Anderson, David","work",1.96986210196266
"125","Anderson, David","data",1.88878697203661
"126","Anderson, David","resettlement",1.82904065066717
"127","Anderson, David","justice",1.82762418530769
"128","Anderson, David","offender",1.78418314716947
"129","Anderson, David","sex",1.63506111738636
"130","Anderson, David","hours",1.57966442901171
"131","Anderson, David","staff",1.57609781211693
"132","Anderson, David","families",1.52966392562079
"133","Ansell, Caroline","potential",1.23862889589168
"134","Ansell, Caroline","closures",1.18900657625569
"135","Ansell, Caroline","test",1.00381315777198
"136","Ansell, Caroline","estate",0.964362249268578
"137","Ansell, Caroline","will",0.833078724078557
"138","Ansell, Caroline","proposals",0.759923742942396
"139","Ansell, Caroline","part",0.751374925185872
"140","Ansell, Caroline","10800",0.712992953311165
"141","Ansell, Caroline","family",0.699400944837239
"142","Ansell, Caroline","tribunal",0.653677127477758
"143","Ansell, Caroline","court",0.611628178061952
"144","Ansell, Caroline","departments",0.607109851209454
"145","Antoniazzi, Tonia","availability",0.642201961985302
"146","Antoniazzi, Tonia","quickly",0.541799867961608
"147","Antoniazzi, Tonia","increase",0.425252556934418
"148","Antoniazzi, Tonia","possible",0.410715937534442
"149","Antoniazzi, Tonia","aid",0.356735084060542
"150","Antoniazzi, Tonia","legal",0.31265144780425
"151","Antoniazzi, Tonia","england",0.302253313737145
"152","Antoniazzi, Tonia","hears",0.301614385521636
"153","Antoniazzi, Tonia","wales",0.300614352891054
"154","Antoniazzi, Tonia","agency",0.286912026618057
"155","Antoniazzi, Tonia","child",0.277757517155753
"156","Antoniazzi, Tonia","appeals",0.241659079691084
"157","Argar, Edward","guidelines",0.406055302727228
"158","Argar, Edward","caused",0.386109445732918
"159","Argar, Edward","drive",0.351259440093547
"160","Argar, Edward","involving",0.332255352606827
"161","Argar, Edward","deaths",0.330803066714027
"162","Argar, Edward","potential",0.31175826922738
"163","Argar, Edward","applicable",0.301736222181481
"164","Argar, Edward","reviewing",0.23812846980862
"165","Argar, Edward","offences",0.19590633126531
"166","Argar, Edward","sentencing",0.189114299518986
"167","Argar, Edward","made",0.154092378951735
"168","Argar, Edward","2014",0
"169","Arkless, Richard","rights",1.22899106153903
"170","Arkless, Richard","british",1.18715779597912
"171","Arkless, Richard","bill",1.13597597665296
"172","Arkless, Richard","consultation",0.905607001461211
"173","Arkless, Richard","proposed",0.829588521220995
"174","Arkless, Richard","scotland",0.511538027980902
"175","Arkless, Richard","2005",0.476516337608825
"176","Arkless, Richard","dependencies",0.473424271415467
"177","Arkless, Richard","distinction",0.461097227935677
"178","Arkless, Richard","brought",0.433287977778136
"179","Arkless, Richard","sub",0.429222856389852
"180","Arkless, Richard","progress",0.425264977453631
"181","Ashworth, Jonathan","spent",1.10529516437159
"182","Ashworth, Jonathan","sent",1.04117010849566
"183","Ashworth, Jonathan","may",1.02355562360172
"184","Ashworth, Jonathan","six",0.972789670227711
"185","Ashworth, Jonathan","10",0.774626779807392
"186","Ashworth, Jonathan","overtime",0.731410932928165
"187","Ashworth, Jonathan","month",0.725745258927369
"188","Ashworth, Jonathan","catering",0.702556887296558
"189","Ashworth, Jonathan","resigned",0.690169285165308
"190","Ashworth, Jonathan","proportion",0.680389495446366
"191","Ashworth, Jonathan","officials",0.653942738265683
"192","Ashworth, Jonathan","year",0.648504038246796
"193","Austin, Ian","companies",4.20306312204163
"194","Austin, Ian","probation",3.90253551379671
"195","Austin, Ian","rehabilitation",3.44715671070019
"196","Austin, Ian","community",3.13191615439198
"197","Austin, Ian","service",2.53477691841408
"198","Austin, Ian","national",2.04781309781032
"199","Austin, Ian","staff",2.01920677440443
"200","Austin, Ian","estimate",1.53973084402322
"201","Austin, Ian","made",1.50301612247532
"202","Austin, Ian","agency",1.43747316340342
"203","Austin, Ian","established",1.34406092886513
"204","Austin, Ian","compensation",1.19712337004455
"205","Bailey, Adrian","apprenticeships",0.357128836916042
"206","Bailey, Adrian","innovation",0.357128836916042
"207","Bailey, Adrian","chain",0.325559450477269
"208","Bailey, Adrian","sit",0.28088758483718
"209","Bailey, Adrian","supply",0.275523156801039
"210","Bailey, Adrian","skills",0.275523156801039
"211","Bailey, Adrian","projects",0.246557050163942
"212","Bailey, Adrian","business",0.242705884157965
"213","Bailey, Adrian","ministers",0.220688218727953
"214","Bailey, Adrian","boards",0.196520756487712
"215","Bailey, Adrian","programme",0.18762541989858
"216","Bailey, Adrian","managing",0.177462347465583
"217","Bailey, Rebecca Long","manchester",0.676393561422102
"218","Bailey, Rebecca Long","greater",0.666997110190155
"219","Bailey, Rebecca Long","287",0.522625246168553
"220","Bailey, Rebecca Long","budget",0.497265762717577
"221","Bailey, Rebecca Long","expertise",0.478697809247939
"222","Bailey, Rebecca Long","small",0.451998547920577
"223","Bailey, Rebecca Long","nuisance",0.438274478507409
"224","Bailey, Rebecca Long","minor",0.431215671686797
"225","Bailey, Rebecca Long","limit",0.422549419226329
"226","Bailey, Rebecca Long","service",0.418454700813051
"227","Bailey, Rebecca Long","adequacy",0.415695235266379
"228","Bailey, Rebecca Long","whiplash",0.404269393562917
"229","Baker, Norman","com",0.250594991477624
"230","Baker, Norman","diligence",0.250594991477624
"231","Baker, Norman","internacional",0.250594991477624
"232","Baker, Norman","killarney",0.250594991477624
"233","Baker, Norman","lda",0.250594991477624
"234","Baker, Norman","lewes",0.250594991477624
"235","Baker, Norman","quora",0.250594991477624
"236","Baker, Norman","rcio",0.250594991477624
"237","Baker, Norman","whitbread",0.250594991477624
"238","Baker, Norman","offshore",0.231165208494807
"239","Baker, Norman","plc",0.231165208494807
"240","Baker, Norman","recently",0.196048694586302
"241","Baker, Steve","obstacle",0.598773582112162
"242","Baker, Steve","delays",0.437309862585024
"243","Baker, Steve","preparation",0.435312474314424
"244","Baker, Steve","restricted",0.404609813149981
"245","Baker, Steve","dates",0.399286022903437
"246","Baker, Steve","asylum",0.371246707594959
"247","Baker, Steve","books",0.371112575064375
"248","Baker, Steve","tier",0.33619237627545
"249","Baker, Steve","immigration",0.32889220393523
"250","Baker, Steve","hearings",0.318396440445252
"251","Baker, Steve","first",0.293746525267498
"252","Baker, Steve","access",0.279255941123613
"253","Barclay, Stephen","network rail",0.842772442102024
"254","Barclay, Stephen","drive",0.781337883155916
"255","Barclay, Stephen","publish",0.739969318015346
"256","Barclay, Stephen","task",0.651020858298876
"257","Barclay, Stephen","tackling",0.651020858298876
"258","Barclay, Stephen","lay",0.633626775712163
"259","Barclay, Stephen","prime",0.602789018934014
"260","Barclay, Stephen","2000",0.572750810241701
"261","Barclay, Stephen","freedom",0.559127586191598
"262","Barclay, Stephen","radicalisation",0.556334302676863
"263","Barclay, Stephen","extremism",0.537102136332883
"264","Barclay, Stephen","subject",0.522598724409995
"265","Bardell, Hannah","july",0.457547092176874
"266","Bardell, Hannah","claims",0.394906672601433
"267","Bardell, Hannah","estimate",0.372801870632663
"268","Bardell, Hannah","employment",0.339184254265261
"269","Bardell, Hannah","number",0.33410425537634
"270","Bardell, Hannah","2013",0.331106925965563
"271","Bardell, Hannah","tribunal",0.327923931621144
"272","Bardell, Hannah","made",0.227773199639127
"273","Bardell, Hannah","2014",0
"274","Bardell, Hannah","behaviour",0
"275","Bardell, Hannah","insight",0
"276","Bardell, Hannah","receiv",0
"277","Baroness Afshar","tax",0.741262347663038
"278","Baroness Afshar","nonpayment",0.719929416559828
"279","Baroness Afshar","council",0.611415099640734
"280","Baroness Afshar","groups",0.482060698987498
"281","Baroness Afshar","rough",0.396358986082156
"282","Baroness Afshar","committals",0.391479182645014
"283","Baroness Afshar","breakdown",0.380725480785625
"284","Baroness Afshar","men",0.374832656715086
"285","Baroness Afshar","begging",0.365627449759519
"286","Baroness Afshar","sleeping",0.365627449759519
"287","Baroness Afshar","specific",0.357354986886913
"288","Baroness Afshar","imprisoned",0.354358948506323
"289","Baroness Altmann","county",0.745517673808421
"290","Baroness Altmann","action",0.641879755999907
"291","Baroness Altmann","lodge",0.589360914402948
"292","Baroness Altmann","defence",0.542925357506359
"293","Baroness Altmann","individual",0.419562894043236
"294","Baroness Altmann","discovered",0.415327206247267
"295","Baroness Altmann","penalise",0.415327206247267
"296","Baroness Altmann","knowing",0.399466826183988
"297","Baroness Altmann","sue",0.388251867668896
"298","Baroness Altmann","monies",0.36916269710023
"299","Baroness Altmann","correct",0.336529544470562
"300","Baroness Altmann","strengthen",0.312674676534914
"301","Baroness Armstrong of Hill Top","chairs",0.514740739162047
"302","Baroness Armstrong of Hill Top","nondepartmental",0.466188485226717
"303","Baroness Armstrong of Hill Top","list",0.367408779920982
"304","Baroness Armstrong of Hill Top","appointed",0.363801429941716
"305","Baroness Armstrong of Hill Top","bodies",0.351865756689893
"306","Baroness Armstrong of Hill Top","persons",0.235059422984123
"307","Baroness Armstrong of Hill Top","public",0.225465925002541
"308","Baroness Armstrong of Hill Top","will",0.143081268153577
"309","Baroness Armstrong of Hill Top","2014",0
"310","Baroness Armstrong of Hill Top","behaviour",0
"311","Baroness Armstrong of Hill Top","insight",0
"312","Baroness Armstrong of Hill Top","receiv",0
"313","Baroness Corston","holloway",2.05291110070888
"314","Baroness Corston","carillion",2.01315349559891
"315","Baroness Corston","women",1.8364005590598
"316","Baroness Corston","site",1.80011325531189
"317","Baroness Corston","prison",1.58497145094906
"318","Baroness Corston","rehabilitation",1.55666336400782
"319","Baroness Corston","programme",1.54020715526972
"320","Baroness Corston","contract",1.44805884527611
"321","Baroness Corston","community",1.15861740287374
"322","Baroness Corston","companies",1.12394830571587
"323","Baroness Corston","transforming",1.10347296679781
"324","Baroness Corston","irish",1.0962407637073
"325","Baroness Coussins","interpretation",3.71896910718508
"326","Baroness Coussins","thebigword",1.31306001377284
"327","Baroness Coussins","translating",1.06191014657397
"328","Baroness Coussins","court",1.01249032784595
"329","Baroness Coussins","provision",0.908249878720739
"330","Baroness Coussins","contract",0.814767093978767
"331","Baroness Coussins","current",0.659920349292018
"332","Baroness Coussins","directive",0.614861152645195
"333","Baroness Coussins","services",0.613960970362466
"334","Baroness Coussins","independent",0.582550467068563
"335","Baroness Coussins","cancellation",0.568217999749401
"336","Baroness Coussins","quality",0.565287968483744
"337","Baroness Deech","plan",0.602400942080134
"338","Baroness Deech","divorce",0.574608143201046
"339","Baroness Deech","nuptial",0.529257390158712
"340","Baroness Deech","prenuptial",0.48822162894018
"341","Baroness Deech","binding",0.464217247438791
"342","Baroness Deech","review",0.388805433513857
"343","Baroness Deech","financial",0.356523160421284
"344","Baroness Deech","provisions",0.354752303480183
"345","Baroness Deech","law",0.352443413905157
"346","Baroness Deech","relating",0.284781497769624
"347","Baroness Deech","post",0.281221076366021
"348","Baroness Deech","agreements",0.273653073701995
"349","Baroness Doocey","71",1.35762829095511
"350","Baroness Doocey","past",1.18702460959321
"351","Baroness Doocey","section",1.17214408395133
"352","Baroness Doocey","coroners",0.982468693901775
"353","Baroness Doocey","2009",0.917717733576234
"354","Baroness Doocey","act",0.914199486301778
"355","Baroness Doocey","modern",0.785253557416717
"356","Baroness Doocey","slavery",0.763683106126232
"357","Baroness Doocey","commission",0.581287835462496
"358","Baroness Doocey","guidance",0.550068275146841
"359","Baroness Doocey","18",0.521345230724701
"360","Baroness Doocey","prosecutions",0.519216540673451
"361","Baroness Drake","lower",0.641031688839994
"362","Baroness Drake","level",0.397540920878135
"363","Baroness Drake","access",0.376870543474421
"364","Baroness Drake","fees",0.356336719154203
"365","Baroness Drake","employment",0.289396574200062
"366","Baroness Drake","tribunals",0.279789115255207
"367","Baroness Drake","2014",0
"368","Baroness Drake","behaviour",0
"369","Baroness Drake","insight",0
"370","Baroness Drake","receiv",0
"371","Baroness Drake","servic",0
"372","Baroness Drake","team",0
"373","Baroness Gale","allegations",0.570769001225643
"374","Baroness Gale","53a",0.531451485816475
"375","Baroness Gale","proceedings",0.475502233591137
"376","Baroness Gale","abuse",0.458062593886664
"377","Baroness Gale","fact",0.45536087103179
"378","Baroness Gale","domestic",0.442210711044726
"379","Baroness Gale","family",0.394311065138983
