"","cluster","word","freq"
"1",1,"rape",21.5792295645966
"2",1,"sexual",16.6048085852344
"3",1,"history",14.8343637996742
"4",1,"assault",7.69522697794788
"5",1,"complainants",7.42633326317079
"6",1,"burglary",7.39373213059434
"7",1,"robbery",4.83629633869773
"8",1,"previous",4.66270667209114
"9",1,"lawyers",4.51973792553526
"10",1,"use",4.00294222631332
"11",1,"cautions",3.88199483964038
"12",1,"2016",3.62626089203816
"13",2,"tabled",39.9902815431884
"14",2,"hon",34.8742811055299
"15",2,"member",29.6640482890756
"16",2,"hammersmith",23.395936049767
"17",2,"answer",18.3684633571797
"18",2,"plans",17.6948757925833
"19",2,"2017",12.6878697843512
"20",2,"shipley",9.61497185954357
"21",2,"promise",8.97674093328054
"22",2,"questions",8.82535492686473
"23",2,"2015",7.93994225005975
"24",2,"66948",7.04775271379738
"25",3,"compensate",19.9141172166368
"26",3,"paid",16.2700020553711
"27",3,"much",10.8070837174506
"28",3,"claims",8.15211673338286
"29",3,"injuries",7.54142645700908
"30",3,"lodged",6.79579736861372
"31",3,"relation",6.4968980479998
"32",3,"criminal",6.2281909868036
"33",3,"entitled",6.1355046453011
"34",3,"financial",5.6243114821349
"35",3,"1970",5.30959460369293
"36",3,"abroad",5.18806424228234
"37",4,"forward",60.7863053689482
"38",4,"bring",57.1115469719726
"39",4,"legislation",47.7342443164407
"40",4,"proposals",38.0352915828397
"41",4,"will",19.0550951191656
"42",4,"amend",11.2070099843825
"43",4,"internet",10.655951919402
"44",4,"online",10.1033004143607
"45",4,"prohibit",9.86955262568091
"46",4,"plan",8.364827642276
"47",4,"tackle",7.07338244816732
"48",4,"act",6.98187933626079
"49",5,"1999",24.8034348060521
"50",5,"evidence",16.9261446780492
"51",5,"youth",16.1580492151625
"52",5,"section",13.676608780692
"53",5,"criminal",12.5096024646302
"54",5,"act",11.5683598664139
"55",5,"evaluating",10.294585849916
"56",5,"pilots",9.49958769551177
"57",5,"plans",6.35182330284595
"58",5,"roll",6.3300071018489
"59",5,"complete",3.96947817480605
"60",5,"publish",3.50614863867973
"61",6,"independence",48.9224605857547
"62",6,"payment",46.5570458097499
"63",6,"appeal",39.2967161673532
"64",6,"personal",38.1484172016335
"65",6,"successful",16.0928304030718
"66",6,"tribunal",11.6459895680645
"67",6,"unsuccessful",10.9665981510839
"68",6,"introduction",10.7198498737113
"69",6,"decision",9.4952060813888
"70",6,"date",9.26021846401113
"71",6,"constituency",9.24898065256099
"72",6,"pip",8.02790319449585
"73",7,"youth",11.8041985349719
"74",7,"custody",9.33953064709356
"75",7,"environment",7.0579665311637
"76",7,"bully",6.6329343271231
"77",7,"number",3.95375992435463
"78",7,"asbestos",3.92529582451681
"79",7,"200001",3.69587270297294
"80",7,"made",3.59079896464368
"81",7,"girls",3.27784233469182
"82",7,"young",3.24625942649611
"83",7,"201617",3.19466355214943
"84",7,"bame",3.19466355214943
"85",8,"tariff",29.4069060051709
"86",8,"served",15.0613593422687
"87",8,"protection",14.0726838292867
"88",8,"imprisonment",13.8215584520015
"89",8,"public",11.7521947624603
"90",8,"sentence",10.9466028623632
"91",8,"expired",10.2642120261571
"92",8,"beyond",9.38399073811417
"93",8,"minimum",6.62006326687122
"94",8,"whose",6.23393141928482
"95",8,"prison",5.74080557605836
"96",8,"38441",5.48318330065004
"97",9,"sent",14.110246860794
